ID,TERM,NOTES
2112,"AL QUE QUIERE CELESTE, QUE LE CUESTE","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""If you want something good (sky blue), you have to pay for it.""  It implies that high-quality things or desirable outcomes require effort, sacrifice, or expense. The phrase is categorized under ""NATURALEZA"" (Nature) which suggests a possible connection to the value of things in nature."
2113,¡A otro perro con ese hueso!,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""To another dog with that bone!"" and implies that someone should not bother with something that is not for them or that they are not going to get.  The 'Capítulo: NATURALEZA' suggests a possible connection to the concept of dogs and bones, but the meaning is figurative."
2114,ARRASTRAR EL ALA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the idiom itself.
2115,"COMO EL ZORRO, QUE PIERDE EL PELO PERO NO LAS MAÑAS","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""Like the fox, which loses its fur but not its cunning.""  It refers to someone who may appear to have lost something (like their strength or resources), but still retains their intelligence, skill, or ability to deceive."
2116,"CRÍA CUERVOS, QUE TE SACARÁN LOS OJOS","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""Raise crows, and they will peck out your eyes.""  The proverb warns against the dangers of being kind or generous to ungrateful people, as they may eventually turn against you and cause harm."
2117,"CUANDO EL BARCO SE HUNDE, LAS RATAS HUYEN","This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""When the ship sinks, the rats flee.""  It is used figuratively to describe a situation where people abandon a failing cause or organization."
2118,"CUANDO EL GATO NO ESTÁ, LOS RATONES SE DIVIERTEN","This is an idiom or common phrase in Argentina.  It translates to ""When the cat's away, the mice will play.""  It describes a situation where, in the absence of authority or supervision, people take liberties or misbehave."
2119,"DE NOCHE, TODOS LOS GATOS SON PARDOS","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""At night, all cats are brown.""  The meaning is that in the dark, distinctions are harder to make. It implies that under certain circumstances (darkness, in this case), differences are less apparent or significant."
2120,¡DE NUEVO LA BURRA AL MAÍZ!,"Idiomatic expression or common phrase in Argentina.  The literal translation involves a donkey and corn, but the meaning is figurative and implies a return to a previous, often undesirable, situation or a repetition of a mistake.  The 'Capítulo: NATURALEZA' suggests a possible connection to nature imagery, though the idiom's meaning is not directly related to nature itself."
2121,"DE TAL PALO, TAL ASTILLA","This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""From such a tree, such a splinter.""  It means that children tend to resemble their parents in character or behavior. The entry indicates it falls under the 'NATURE' chapter, suggesting a connection to the natural world's analogy of a tree and its splinter."
2122,"EL BURRO ADELANTE, PARA QUE NO SE ESPANTE","This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""The donkey forward, so that it doesn't get scared.""  It's categorized under ""NATURE"" in the source material, suggesting a possible connection to a rural or agricultural context. The meaning and precise usage require further research to fully understand its nuances within Argentine culture."
2123,"EL HOMBRE ES COMO EL OSO, MIENTRAS MÁS FEO, MÁS HERMOSO","This is an Argentine idiom or common phrase meaning that the uglier a man is, the more handsome he is.  It's categorized under 'NATURALEZA' (Nature) which suggests a possible connection to perceptions of natural beauty and masculinity."
2124,EL HOMBRE ES EL ÚNICO ANIMAL QUE TROPIEZA DOS VECES CON LA MISMA PIEDRA,"This is an idiom or common phrase in Argentina.  It translates to ""Man is the only animal that stumbles twice over the same stone.""  It implies that humans, unlike animals, are capable of repeating the same mistakes."
2125,EL OJO DEL AMO ENGORDA EL GANADO,"This is an idiom or common phrase in Argentina.  It translates roughly to ""The master's eye fattens the cattle.""  It implies that supervision and attention lead to better results. The phrase is categorized under 'NATURALEZA' (Nature) which suggests a connection to agricultural practices and observation."
2126,EL PEZ GRANDE SE COME AL PEZ CHICO,"This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""The big fish eats the small fish.""  It's used figuratively to describe situations where the powerful or influential exploit or dominate the weak or less powerful."
2127,EN BOCA CERRADA NO ENTRAN MOSCAS,"This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""In a closed mouth, no flies enter.""  The meaning is similar to the English proverb ""Silence is golden."" It implies that it's best to remain silent to avoid trouble or revealing secrets."
2128,EN LA TIERRA ANDAN Y A LA TIERRA LE DISPARAN,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""They walk on the earth and they shoot at the earth.""  The provided context suggests it relates to the theme of nature (Capítulo: NATURALEZA).  Further contextual information is needed to fully understand its precise meaning and usage."
2129,EN MENOS QUE CANTA UN GALLO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""before a rooster crows.""  It implies something will happen very quickly or very early in the morning. The chapter 'NATURALEZA' (Nature) suggests a possible connection to the natural imagery of roosters and dawn."
2130,Esperar la cigüeña,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""wait for the stork.""  The stork is a traditional symbol associated with the arrival of a baby.  Therefore, ""Esperar la cigüeña"" means to be expecting a baby."
2131,HACERSE EL OSO,Idiomatic expression or common phrase in Argentina.  The provided text does not offer a definition of the phrase itself.
2132,LA CULPA NO ES DEL CHANCHO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""The fault is not of the pig.""  The meaning and context are not provided in the raw data, requiring further research to fully understand its usage and implications within Argentinian culture."
2133,Listo el pollo y pelada la gallina,"This is an idiomatic expression common in Argentina.  The literal translation is ""The chicken is ready and the hen is plucked.""  The meaning and usage are not explicitly defined in the provided text, requiring further research to fully understand its contextual implications within Argentine culture. The 'Capítulo: NATURALEZA' suggests a possible connection to nature or rural life."
2134,LO QUE MATA ES LA HUMEDAD,"This is an idiomatic expression common in Argentina.  It translates literally to ""What kills is the humidity.""  It's used to express that humidity is extremely uncomfortable or unbearable, often more so than heat itself. The chapter designation ""NATURALEZA"" (Nature) further suggests its use in contexts discussing weather and climate."
2135,METER LA MULA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
2136,METERSE EN UN BERENJENAL,"Idiomatic expression or common phrase in Argentina.  The literal translation involves getting into an eggplant patch, but the idiomatic meaning is not explicitly provided in the raw data.  It implies getting into a difficult or complicated situation."
2137,NO COCINARSE EN EL PRIMER HERVOR,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""Don't cook yourself in the first boil.""  The meaning is likely a metaphorical warning against reacting too hastily or impulsively, to let things simmer or cool down before making a decision or taking action. The chapter 'NATURALEZA' (Nature) suggests a possible connection to the natural process of cooking or the slow and steady approach nature often takes."
2138,NO HAY PEOR ASTILLA QUE LA DEL MISMO PALO,"This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""There is no worse splinter than the one from the same piece of wood.""  Figuratively, it means that the worst problems or betrayals often come from those closest to you or those who are most similar to you."
2139,NO TODO LO QUE BRILLA ES ORO,"This is an idiom or common phrase in Argentina.  It translates to ""Not everything that glitters is gold.""  It's categorized under ""NATURALEZA"" (Nature) which suggests a possible connection to appearances versus reality, similar to the English equivalent."
2140,"PERRO QUE LADRA, NO MUERDE","This is an idiomatic expression or common phrase in Argentina.  It translates to ""Barking dogs don't bite.""  It implies that those who make a lot of threats or boasts often don't follow through with action."
2141,POR LA PLATA BAILA EL MONO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""For money, the monkey dances.""  It implies that money can influence or motivate people to do things they wouldn't otherwise do."
2142,SABER CON QUÉ BUEYES SE ARA,"Idiomatic expression or common phrase in Argentina.  The literal translation would be something like ""to know with which oxen one plows.""  The meaning implies knowing the resources or people one has available to accomplish a task; understanding one's capabilities and limitations before undertaking something."
2143,SEPARAR LA PAJA DEL TRIGO,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""separate the wheat from the chaff.""  The chapter 'NATURALEZA' (Nature) suggests a connection to agricultural imagery.  It implies distinguishing the valuable from the worthless, the essential from the inessential."
2144,TENER MÁS AGACHADAS QUE UN TERO,"Idiomatic expression or common phrase in Argentina.  The literal translation is to have more 'agachadas' (a word not easily translated, implying a crouching or hiding action) than a 'tero' (a type of bird).  The phrase implies someone is very sneaky, deceitful, or prone to hiding things. The 'Capítulo: NATURALEZA' suggests a connection to the natural world, specifically the behavior of the bird."
2145,TOMAR EL TORO POR LAS ASTAS,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""to take the bull by the horns."" It means to confront a problem directly and courageously."
2146,VENIR CON EL CABALLO CANSADO,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the idiom's meaning.
2147,"AFORTUNADO EN EL JUEGO, DESAFORTUNADO EN EL AMOR","This is an idiomatic expression or common phrase in Argentina.  It translates to ""Lucky in games, unlucky in love.""  It suggests a common belief or observation about life's balances; someone who experiences good fortune in one area might face misfortune in another."
2148,"Al mejor cazador, se le escapa la liebre","This is an idiom or common phrase in Argentina.  It translates roughly to ""Even the best hunter misses a hare.""  It implies that even the most skilled or experienced person can make mistakes or fail to achieve their goal."
2149,"AL QUE NACE BARRIGÓN, ES AL ÑUDO QUE LO FAJEN","This is an Argentine idiom or common phrase.  It translates roughly to ""He who is born pot-bellied, let him be flogged.""  The meaning is that those born with certain predispositions or characteristics are destined to face related consequences.  It suggests that inherent traits will lead to specific outcomes, often negative ones. The phrase is categorized under ""LITERATURE"" in the source material."
2150,¡ARAMOS...!,"The idiom ""¡ARAMOS...! DIJO EL MOSQUITO"" is a common expression in Argentina.  The provided text indicates it's from a chapter on literature, suggesting it might be a literary reference or allusion.  The meaning is not explicitly given, requiring further research to understand its full contextual usage and implications."
2151,"Cada lechón en su teta, es el modo de mamar","This is an idiomatic expression common in Argentina.  The literal translation is ""Each piglet at its teat, that's how to suckle.""  It figuratively means that everyone should mind their own business or stick to what they know best. The entry indicates it belongs to a chapter on literature, suggesting it might be found in Argentinian literature or used in literary contexts."
2152,"CONTIGO, PAN Y CEBOLLA",Idiomatic expression or common phrase in Argentina.  The provided text indicates it's related to literature ('Capítulo: LITERATURA').  Further context is needed to fully explain its meaning and usage.
2153,EL CUENTO DE LA BUENA PIPA,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom common in Argentina and related to literature."
2154,"EL DIABLO SABE POR DIABLO, PERO MÁS SABE POR VIEJO","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""The devil knows because he's the devil, but he knows more because he's old.""  It implies that experience, not just inherent nature, contributes significantly to knowledge and wisdom. The entry mentions it's related to literature, suggesting its appearance in Argentinian literary works."
2155,HASTA EL GAUCHO MÁS ALVERTIDO SUELE QUEDARSE A PIE,"This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""Even the most experienced gaucho (Argentine cowboy) can sometimes be left on foot.""  It implies that even the most prepared or skilled person can experience unexpected setbacks or misfortune. The phrase's inclusion under the ""LITERATURE"" chapter suggests it might be found in Argentinian literature or be associated with a literary style or theme."
2156,"HECHA LA LEY, HECHA LA TRAMPA","This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""The law is made, the trap is made.""  It implies that whenever a law is created, there will always be a way to circumvent or exploit it.  The context suggests it's related to literature."
2157,LA FÁBULA DEL ZORRO Y LAS UVAS,"This is an idiomatic expression or common phrase in Argentina.  It refers to ""The Fox and the Grapes"", a fable.  The provided text indicates it falls under the ""LITERATURE"" chapter."
2158,LA GALLINA DE LOS HUEVOS DE ORO,Idiomatic expression or common phrase in Argentina.  The entry mentions it's related to Literature.
2159,LA GOTA QUE HORADA LA ROCA,"This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""The drop that hollows out the rock.""  It signifies the power of persistence and the cumulative effect of small, consistent efforts over time. The entry indicates it's related to literature, suggesting its use in literary contexts or as a common literary reference."
2160,LO CORTÉS NO QUITA LO VALIENTE,"This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""Politeness doesn't detract from bravery"" or ""Being polite doesn't mean you're not brave.""  It suggests that showing courtesy and respect doesn't diminish one's courage or strength. The entry indicates it's related to literature."
2161,LO ESENCIAL ES INVISIBLE PARA LOS OJOS,This is an idiomatic expression or common phrase in Argentina.  The provided context indicates it's related to literature.
2162,"MEJOR MALO CONOCIDO, QUE BUENO POR CONOCER","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""Better the devil you know than the devil you don't.""  It speaks to a preference for the known, even if imperfect, over the unknown, potentially better option. The entry indicates it's related to literature, suggesting its use in literary contexts or its reflection of a common cultural sentiment."
2163,NO HAY NADA NUEVO BAJO EL SOL,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""There is nothing new under the sun.""  The entry indicates it falls under the ""LITERATURE"" chapter, suggesting its prevalence in Argentinian literature and cultural understanding."
2164,NO HAY QUE CONTAR LOS POLLOS ANTES DE QUE NAZCAN,"This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""Don't count your chickens before they hatch.""  It warns against making plans or celebrating prematurely before the outcome is certain."
2165,NO HAY QUE LLORAR SOBRE LA LECHE DERRAMADA,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""Don't cry over spilled milk.""  It implies that dwelling on past mistakes or misfortunes is unproductive."
2166,NO HAY QUE MATAR AL MENSAJERO,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""Don't kill the messenger.""  It implies that one shouldn't blame the person delivering bad news for the bad news itself."
2167,NO NOS UNE EL AMOR SINO EL ESPANTO,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""It's not love that unites us, but fear.""  The provided context suggests it originates from or is related to Argentinian literature."
2168,"NO TE DES POR VENCIDO, NI AUN VENCIDO","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""Don't give up, not even when you're defeated.""  The phrase suggests perseverance and resilience even in the face of overwhelming odds.  Its inclusion under the ""LITERATURE"" chapter suggests it may be found in Argentinian literature or be a commonly cited saying within the cultural context."
2169,SETENTA BALCONES Y NINGUNA FLOR,Idiomatic expression or common phrase in Argentina.  The provided text indicates it's related to literature (Capítulo: LITERATURA).  The meaning of the idiom itself is not provided in the raw data.
2170,TIRAR LA PIEDRA Y ESCONDER LA MANO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""to throw the stone and hide the hand.""  It refers to the act of doing something harmful or wrong and then trying to avoid responsibility or blame."
2171,BICHO QUE CAMINA VA A PARAR AL ASADOR,"This is an idiomatic expression common in Argentina.  The literal translation is ""The bug that walks will end up on the grill.""  It implies that someone who is acting in a certain way will inevitably face negative consequences. The entry suggests it's related to literature, implying its use in literary contexts or its reflection of cultural beliefs."
2172,TODO DEPENDE DEL COLOR DEL CRISTAL CON QUE SE MIRE,"This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""It all depends on the color of the glass through which it is seen.""  The meaning suggests that perspective significantly influences interpretation or judgment. The phrase's inclusion under the ""LITERATURE"" chapter hints at its potential use in literary contexts or its reflection of a literary viewpoint."
2173,¡TODOS PARA UNO Y UNO PARA TODOS!,"This is an idiomatic expression or common phrase in Argentina.  The phrase translates to ""All for one and one for all!""  The entry notes its appearance in a chapter on literature, suggesting its potential use in literary contexts or its origin from a literary work."
2174,"CASAS MÁS, CASAS MENOS, IGUALITO A MI SANTIAGO","This is an idiomatic expression or common phrase in Argentina.  The provided context suggests it might be related to music ('Capítulo: MÚSICA').  The meaning of the phrase itself is not provided in the raw data, requiring further research to understand its precise connotation and usage."
2175,EL MUNDO FUE Y SERÁ UNA PORQUERÍA,"This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""The world was and will be a mess"" or ""The world has always been and will always be a mess"". The provided context suggests it might be related to music, though the exact connection isn't specified."
2176,"EL QUE COME Y NO CONVIDA, TIENE UN SAPO EN LA BARRIGA","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""He who eats and does not invite, has a toad in his belly.""  It implies that someone who enjoys something without sharing is selfish and will suffer negative consequences (the 'toad in the belly' representing discomfort or guilt). The entry mentions it's found in a chapter on music, suggesting a possible connection to the cultural context of music or social gatherings in Argentina, where sharing food is common."
2177,EL QUE NO LLORA NO MAMA,"This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""He who doesn't cry doesn't suckle.""  It implies that one must be assertive or vocal to get what they want or need.  The context suggests it might be related to music, though the meaning is not directly tied to music itself."
2178,ESTAR ENTRE SAN JUAN Y MENDOZA,"Idiomatic expression or common phrase in Argentina.  The provided text does not give the meaning of the idiom, only that it exists and is associated with the 'Música' chapter (Music).  Further research is needed to determine its precise meaning and usage."
2179,ESTAR MÁS CERCA DEL ARPA QUE DE LA GUITARRA,"Idiomatic expression or common phrase in Argentina.  The phrase literally translates to ""being closer to the harp than the guitar.""  It implies a lack of skill or aptitude, particularly in music, suggesting someone is far from proficient. The chapter tag 'Música' (Music) further reinforces this meaning."
2180,IR CON LA MÚSICA A OTRA PARTE,"Idiomatic expression or common phrase in Argentina (Chapter: MUSIC).  The exact meaning isn't provided in the raw data, but it implies changing the subject or moving on from a topic, possibly abruptly."
2181,LA GENTE ES MALA Y COMENTA,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""People are bad and comment.""  The meaning implies that people are gossipy or judgmental. The context provided suggests it may be related to the music scene in Argentina."
2182,LA HISTORIA LA ESCRIBEN LOS QUE GANAN,"This is an idiomatic expression common in Argentina.  It translates to ""History is written by the winners.""  The entry indicates it's related to the topic of music, suggesting it might be used in discussions about musical success or the narrative surrounding famous musicians."
2183,LA LUCHA ES CRUEL Y ES MUCHA,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""The struggle is cruel and it's a lot.""  It conveys the idea that life's challenges are harsh and numerous. The context given is ""Música"" (Music), suggesting it might be used in songs or discussions about the difficulties faced in the music industry or life in general."
2184,LA PINTA ES LO DE MENOS,"Idiomatic expression or common phrase in Argentina.  The provided context suggests it's related to music (Capítulo: MÚSICA).  The exact meaning isn't provided in the raw data, but the phrase implies that the appearance or presentation ('la pinta') is less important than other factors."
2185,"LAS PENAS SON DE NOSOTROS, LAS VAQUITAS SON AJENAS","This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""The sorrows are ours, the little cows are others'.""  It's a proverb suggesting that people tend to keep their own problems and troubles to themselves, while readily noticing and commenting on the misfortunes of others. The context suggests it might be related to music, indicated by the ""Capítulo: MÚSICA"" note in the raw data."
2186,LA VIDA ES UNA HERIDA ABSURDA,"This is an idiomatic expression or common phrase in Argentina.  The phrase translates to ""Life is an absurd wound.""  The provided context indicates it's related to music (Capítulo: MÚSICA).  Further cultural context or specific usage details are not available from the provided text."
2187,LO MISMO UN BURRO QUE UN GRAN PROFESOR,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""The same, a donkey and a great professor.""  It implies that two things are equally inept or worthless, despite one appearing to be superior. The entry mentions it's related to the 'MÚSICA' chapter, suggesting potential usage in musical contexts or discussions about musical talent/skill."
2188,MAMBRÚ SE FUE A LA GUERRA,Idiomatic expression or common phrase in Argentina.  The provided text indicates it's related to music (Capítulo: MÚSICA).  Further context is needed to fully explain its meaning and usage.
2189,NI EL TIRO DEL FINAL LE VA A SALIR,"This is an idiomatic expression common in Argentina.  The literal translation is something like ""Not even the final shot will come off for him/her.""  It implies that someone is unlikely to succeed, even with a final attempt. The entry mentions a connection to music ('Capítulo: MÚSICA'), suggesting it might be used in contexts related to musical performance or perhaps a metaphorical application to other endeavors."
2190,"POR AHÍ, CANTABA GARAY",Idiomatic expression or common phrase in Argentina.  The provided text indicates a connection to music ('Capítulo: MÚSICA').  Further research is needed to determine the precise meaning and context of this idiom.
2191,POR CUATRO DÍAS LOCOS QUE VAMOS A VIVIR...,"Idiomatic expression or common phrase in Argentina.  The provided context suggests it's related to music ('Capítulo: MÚSICA'). The exact meaning isn't explicitly defined, but it implies a short period of intense or crazy experiences."
2192,¡QUÉ ME VAN A HABLAR DE AMOR!,"Idiomatic expression or common phrase in Argentina.  The provided context suggests it might be related to music ('Capítulo: MÚSICA').  The exact meaning isn't explicitly given, but the exclamation suggests a strong emotional reaction, possibly skepticism or disbelief regarding love."
2193,"QUIZÁS. QUIZÁS, QUIZÁS",Idiomatic expression or common phrase in Argentina.  The entry mentions it's related to music ('Capítulo: MÚSICA').  Further context is needed to fully understand its meaning and usage within the musical context.
2194,VOLVIÓ UNA NOCHE,Idiomatic expression or common phrase in Argentina.  The provided text gives no further explanation of its meaning or usage.
2195,"DEPORTE, JUEGOS","This entry indicates that ""DEPORTE, JUEGOS"" is an idiomatic expression or common phrase in Argentina.  The context suggests it relates to sports, games, and competitions, as indicated by the chapter title ""DEPORTE, JUEGOS Y COMPETENCIAS"". However, the entry itself doesn't provide a specific meaning or usage example for the phrase ""DEPORTE, JUEGOS"" itself. It's more likely a chapter heading or category label than a specific idiom."
2196,Y COMPETENCIAS,"Idiomatic expression or common phrase in Argentina.  The context is related to sports, games, and competitions."
2197,"A RÍO REVUELTO, GANANCIA DE PESCADORES","This is an idiomatic expression or common phrase in Argentina.  It translates roughly to ""In troubled waters, fishermen make a profit.""  The phrase is categorized under ""Sports, Games, and Competitions"", suggesting its use in contexts where chaos or disruption creates opportunities for some."
2198,CORTITA Y AL PIE,"Idiomatic expression or common phrase in Argentina, related to sports, games, and competitions."
2199,DE PUNTA EN BLANCO,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
2200,EN LA CANCHA SE VEN LOS PINGOS,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
2201,ESTAR EN PAMPA Y LA VÍA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions, suggesting it might describe a situation of being far from the action or significantly disadvantaged."
2202,HACERSE EL SOTA,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions, suggesting it might describe someone feigning ignorance or weakness to gain an advantage."
2203,IRSE AL MAZO,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it relates to sports, games, and competitions."
2204,IS VERY DIFFICULT,"Idiomatic expression or common phrase in Argentina.  The provided context indicates it's related to sports, games, and competitions."
2205,LOS DE AFUERA SON DE PALO,"Idiomatic expression or common phrase in Argentina, related to sports, games, and competitions."
2206,PATEAR PARA LOS DOS LADOS,"Idiomatic expression or common phrase in Argentina.  The provided text indicates it falls under the category of Sports, Games, and Competitions, but does not give a definition of the idiom itself."
2207,PONER LAS CARTAS ARRIBA DE LA MESA,"Idiomatic expression or common phrase in Argentina.  The phrase translates literally to ""put the cards on the table."" It means to be frank, honest, and transparent; to reveal all the facts or information."
2208,TENER UN AS BAJO LA MANGA,"Idiomatic expression or common phrase in Argentina (Chapter: SPORTS, GAMES AND COMPETITIONS)."
2209,TIRAR EL CENTRO Y ENTRAR A CABECEAR,"Idiomatic expression or common phrase in Argentina related to sports, games, and competitions."
2210,TODO PASA,"Idiomatic expression or common phrase in Argentina.  The context is related to sports, games, and competitions."
2211,TOMARSE EL OLIVO,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating its usage within the context of sports, games, and competitions."
2212,venir con la fusta bajo el brazo,"Idiomatic expression or common phrase in Argentina related to sports, games, and competitions.  The exact meaning isn't provided in the raw data, requiring further research to understand the context and nuance of its usage within the specified category."
2213,AGARRAR LA CHIRIPIORCA,Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself.
2214,BALAS QUE PICAN CERCA,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is an idiom used in Argentina, specifically within the context of Media (indicated by 'Capítulo: MEDIOS DE COMUNICACIÓN').  Further research is needed to determine the precise meaning and usage."
2215,COCODRILO QUE DUERME ES CARTERA,"This is an idiomatic expression or common phrase in Argentina.  The literal translation is ""A sleeping crocodile is a handbag.""  The meaning and usage are not explicitly provided in the raw data, requiring further research to fully understand its contextual application within Argentinian communication, particularly within the context of ""Media"" (as indicated by the 'Capítulo: MEDIOS DE COMUNICACIÓN' note)."
2216,ES QUE NO ME TIENEN PACIENCIA,"Idiomatic expression or common phrase in Argentina.  The phrase translates roughly to ""It's that they don't have patience with me.""  It expresses a feeling of frustration or lack of understanding from others."
2217,"HABLÁ MÁ FUETE, QUE NO TE ECUCHO","This is an idiomatic expression common in Argentina.  It translates to ""Speak louder, I can't hear you.""  The entry indicates its use within the context of ""Media Communication."""
2218,"Hacer llorar y hacer reír, como Sandrini","This is an idiomatic expression common in Argentina.  It translates roughly to ""To make one cry and laugh, like Sandrini.""  It refers to the comedic talent of the Argentinian actor Pepe Sandrini, known for his ability to evoke both laughter and sadness in his performances. The phrase is used to describe something that elicits a wide range of emotions, often contrasting ones."
2219,HAY MÁS INFORMACIÓN PARA ESTE BOLETÍN,"This phrase, meaning ""There is more information for this bulletin"", is an idiomatic expression or common phrase in Argentina, specifically within the context of mass media (indicated by the ""MEDIOS DE COMUNICACIÓN"" chapter)."
2220,IMPORTAR UN BLEDO,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only stating it's an idiom common in Argentina and related to the media (indicated by the 'MEDIOS DE COMUNICACIÓN' chapter).  Further research is needed to determine its precise meaning."
2221,MÁS MALA SUERTE QUE EL COYOTE,"Idiomatic expression or common phrase in Argentina.  The phrase literally translates to ""worse luck than the coyote.""  It implies extremely bad luck."
2222,MÁS PROBLEMAS QUE LOS PÉREZ GARCÍA,"This is an idiomatic expression common in Argentina.  It literally translates to ""More problems than the Pérez García family.""  The meaning is that someone has an excessive amount of problems. The specific meaning relies on the implied shared cultural knowledge of the Pérez García family being known for having many problems.  The entry indicates it's related to the media (MEDIOS DE COMUNICACIÓN)."
2223,"Me tomo cinco minutos, me tomo un té","This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""I'll take five minutes, I'll have a tea."" However, it's used figuratively to mean that someone needs a short break to relax or compose themselves, often implying a brief pause in a conversation or activity. The context suggests this idiom is used in the media."
2224,NO SOY YO CUANDO ME ENOJO,"Idiomatic expression or common phrase in Argentina.  It translates roughly to ""I'm not myself when I get angry.""  The phrase highlights a change in personality or behavior when angry."
2225,"SIEMPRE QUE LLOVIÓ, PARÓ","This is an idiomatic expression or common phrase in Argentina.  It literally translates to ""Whenever it rained, it stopped.""  It implies that something always happens after a negative event, suggesting a lack of significant or lasting negative consequences. The context provided suggests it's used in the context of media communication."
2226,"SI QUERÉS LLORAR, LLORÁ","Idiomatic expression or common phrase in Argentina.  The phrase translates roughly to ""If you want to cry, cry.""  It implies permission or acceptance of someone's emotional expression, suggesting that it's okay to let out one's feelings."
2227,TODO TIENE QUE VER CON TODO,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""Everything has to do with everything.""  The meaning suggests a complex interconnectedness or a situation where everything is related, often implying chaos or a lack of clear cause and effect.  The context given is ""Media,"" suggesting it might be used to describe the interconnected nature of news or media stories."
2228,"¡UN CORTE, UNA QUEBRADA Y ENSEGUIDA VOLVEMOS!","Idiomatic expression or common phrase in Argentina (Chapter: Media).  It literally translates to ""A cut, a break, and we'll be right back!"" and is used to indicate a short interruption, typically in a broadcast or live performance."
2229,UN KILO Y DOS PANCITOS,"Idiomatic expression or common phrase in Argentina.  The provided context mentions it within the chapter on 'Media'.  The meaning is not explicitly given in the raw data, requiring further research to understand its precise connotation within the Argentinian media context."
2230,"AL MAL TIEMPO, BUENA CARA","Idiomatic expression or common phrase in Argentina.  It translates roughly to ""To bad weather, a good face.""  It implies maintaining a positive attitude or a brave face in the face of adversity."
2231,COSTAR UN OJO DE LA CARA,"Idiomatic expression or common phrase in Argentina.  The literal translation is ""to cost an eye from the face."" It means something is extremely expensive."
2232,EL CLIENTE SIEMPRE TIENE LA RAZÓN,"This is an idiomatic expression or common phrase in Argentina.  It translates to ""The customer is always right.""  It reflects a customer service principle."
2233,EL MISMO PERRO CON DISTINTO COLLAR,"Idiomatic expression or common phrase in Argentina.  It literally translates to ""the same dog with a different collar.""  The meaning implies that something has changed superficially, but fundamentally remains the same."
2234,HIJOS Y ENTENADOS,"Idiomatic expression or common phrase in Argentina.  The provided text does not give a definition of the phrase itself, only that it is a common idiom."
