language_code,category,region_code,Term_Phrase_Item,notes,tags
es-AR,OTHER,Argentina,me escupieron en mi barbacoa,"The phrase ""me escupieron en mi barbacoa"" translates to ""they spat on my barbecue"".  The provided text gives this as an example sentence, but doesn't offer a definition or explanation of its meaning as a linguistic term.  The context suggests it might be used to express frustration or misfortune related to a barbecue event. More information is needed to classify it further.","Frustration,Barbecue,Argentina"
es-AR,IDIOM,Argentina,¡me escupieron el asado!,"This idiom translates literally to ""they spat on my barbecue.""  It expresses extreme disappointment and frustration when plans are ruined unexpectedly. In this context, the cancellation of a flight ruined the speaker's vacation preparations, which included preparing an asado (barbecue), a significant part of Argentine culture. The idiom emphasizes the wasted effort and anticipation.","Informal,Frustration,Argentina"
es-AR,IDIOM,Argentina,"and they cancelled my ight, they totally ruined it for me!","This entry appears to be an incomplete or poorly formatted idiom.  The phrase ""they cancelled my ight"" is likely a misspelling or a colloquial shortening of a longer phrase, possibly related to a plan or event being cancelled. The overall meaning expresses frustration and disappointment at having something ruined.  The lack of clarity makes a precise definition difficult. More context is needed to fully understand the intended idiom.","Frustration,Informal,Colloquial"
es-AR,IDIOM,Argentina,¿Me estás cargando? / ¿Me cargás?,"This is an informal idiom in Argentinian Spanish.  ""¿Me estás cargando?"" (formal) and ""¿Me cargás?"" (informal) both translate literally to ""Are you loading me?"" but idiomatically mean ""Are you kidding me?"" or ""Are you pulling my leg?""","Informal,Argentina,Disbelief"
es-AR,SLANG,Argentina,¿Me estás cargando? / ¿Me cargás?,"This phrase translates to ""Are you kidding me?"" or ""Are you pulling my leg?"" in English.  It's a common Argentinian slang expression used to express disbelief or incredulity.  The two versions reflect different levels of formality;  '¿Me estás cargando?' is slightly more formal than '¿Me cargás?', which uses the informal 'vos' conjugation common in Argentina.","Informal,Disbelief,Argentina"
es-AR,SLANG,Argentina,¿Me leg?,"The phrase ""¿Me leg?"" is a slang expression in Argentinian Spanish. It literally translates to ""Are you loading me?"" but functions similarly to the English expressions ""Are you kidding me?"" or ""Are you serious?"".  It expresses disbelief or incredulity at something someone has said. The example provided shows its use in response to a claim of seeing a UFO.","Informal,Disbelief,Argentina"
es-AR,IDIOM,Argentina,¿Estás cargando?,"This is an Argentine Spanish idiom that translates literally to ""Are you loading?""  It's used informally to express disbelief or skepticism towards something someone has said, implying that the person is not being serious or is exaggerating.  It suggests the speaker finds the statement unbelievable, as if the other person is 'loading' or fabricating a story.","Informal,Disbelief,Argentina"
es-AR,OTHER,Argentina,Are you kidding me? Are you pulling my,"This is an incomplete English phrase.  While understandable in English, it lacks sufficient context to determine its specific meaning or usage within the context of Argentinian Spanish ('es-AR').  The phrase is an expression of disbelief or incredulity.  More of the phrase is needed to determine if it's a direct translation, a common expression in Argentinian English, or something else entirely.","Incomplete,Disbelief,English"
es-AR,SLANG,Argentina,¿Me leg?,"The phrase ""¿Me leg?"" is Argentinian slang.  It literally translates to ""Are you loading me?"" but functions as a rhetorical question expressing disbelief, skepticism, or incredulity towards a statement just made.  The example dialogue shows its use in response to a claim of seeing a UFO.  It implies that the speaker finds the preceding statement unbelievable or suspect.","Informal,Skepticism,Argentina"
es-AR,IDIOM,Argentina,estás cargando?,"This idiom translates literally to ""Are you loading?"" but functions as an expression of disbelief or incredulity, similar to the English phrase ""Are you kidding me?""  The example shows its use in response to a seemingly unbelievable claim (seeing a UFO).  It implies a level of skepticism or sarcasm.","Informal,Disbelief,Sarcasm"
es-AR,IDIOM,Argentina,Me mataste,"This is an idiom meaning something like ""You killed me"" or ""That's amazing/hilarious.""  It expresses strong positive emotion, often in response to something funny or impressive.  The literal translation is not the intended meaning.","Informal,Argentina,Positive Emotion"
es-AR,IDIOM,Argentina,Me mataste,"Literally translates to ""You killed me.""  Figuratively, it means ""I have no idea"" or ""I don't know the answer.""  It expresses surprise, confusion, or a lack of understanding, often in a humorous or exaggerated way. The phrase implies a feeling of being overwhelmed or defeated by the lack of knowledge.","Informal,Figurative,Argentina"
es-AR,OTHER,Argentina,,"The provided text ""answer).  (—Do you"" is incomplete and does not represent a complete linguistic entry. It appears to be a fragment, possibly from a larger dataset or a transcription error.  It lacks a term or phrase with a clear meaning or usage within the context of Argentinian Spanish.","Incomplete,Fragment,Unclear"
es-AR,IDIOM,Argentina,"¿Sabés cuánto cuesta esto? —Uf, me mataste.","This idiom translates to ""Do you know how much this costs? —Ugh, you got me/I have no idea.""  The response ""Uf, me mataste"" literally means ""Ugh, you killed me,"" but in this context expresses surprise or being overwhelmed by the price, similar to the English equivalent. It implies the cost is unexpectedly high.","Informal,Surprise,Price"
es-AR,IDIOM,Argentina,You killed me,"Figurative expression in Argentinian Spanish meaning ""I have no idea"" or ""I don't know"".  It expresses a strong feeling of surprise or bewilderment, suggesting the speaker is completely lost or overwhelmed by something.","Informal,Figurative,Surprise"
es-AR,IDIOM,Argentina,me mataste,"This idiom translates literally to ""you killed me.""  In the context provided, it expresses surprise or astonishment, similar to ""You got me!"" or ""Wow!"" in English. The example dialogue shows it used as a response to a difficult question, implying the question was so unexpected or challenging that it left the respondent speechless or overwhelmed.","Surprise,Informal,Argentina"
es-AR,IDIOM,Argentina,"know how much this costs? — Ugh, you got me/I have no idea.","This entry represents an idiom used in Argentinian Spanish (es-AR).  The phrase ""know how much this costs? — Ugh, you got me/I have no idea."" expresses a lack of knowledge about the price of something.  The response ""Ugh, you got me"" or ""I have no idea"" is a colloquial and informal way to admit ignorance. The idiom's meaning is conveyed through the implied context of the question and the informal response.","Informal,Ignorance,Price"
es-AR,IDIOM,Argentina,Me pinta / ¿Te pinta?,"This idiom translates roughly to ""Does it appeal to me?"" or ""Does it appeal to you?""  It's used to express whether someone is interested in doing something.  The literal translation involves the word ""pinta"" which relates to painting or drawing, but in this idiomatic usage, it conveys the idea of something appealing or tempting.  The context suggests it's informal.","Informal,Argentina,Suggestion"
es-AR,SLANG,Argentina,Me pinta / ¿Te pinta?,"""Me pinta"" means ""I'm in the mood for it, I feel like it.""  ""¿Te pinta?"" is the corresponding question, meaning ""Are you in the mood?"" or ""Do you feel like it?""  It's informal slang used to express a spontaneous desire or inclination to do something. The exact activity is usually understood from context.  The use implies a shared understanding or a suggestion for a mutual activity.","Informal,Argentina,Slang"
es-AR,OTHER,Argentina,"for it?, Do you feel like it? (Shall we)","This entry appears to be an incomplete or poorly formatted representation of a phrase used to suggest doing something.  The phrasing ""for it?"" and ""Do you feel like it?"" are attempts to translate a likely informal Argentinian Spanish expression into English. The parenthetical addition of ""Shall we"" further suggests an attempt to clarify the meaning.  Without more context, it's impossible to definitively categorize it or provide a precise definition.  The lack of a single, clear term makes categorization difficult.","Informal,Suggestion,Incomplete"
es-AR,IDIOM,Argentina,go to the movies?,"The phrase ""go to the movies?"" in this context is part of a short dialogue illustrating agreement to a suggestion.  The response ""Sure, I'm in the mood"" indicates acceptance and enthusiasm.  The idiom doesn't have a specific meaning beyond expressing agreement and a willingness to participate in the activity.","Agreement,Informal,Movies"
es-AR,OTHER,Argentina,Agreement,"The provided text only contains the word ""Agreement"" with an asterisk.  There is no definition, explanation, or context provided.  Therefore, it's impossible to determine its specific meaning or usage within the Argentinian Spanish context.",
es-AR,OTHER,Argentina,fi,"The provided entry 'fi' is insufficient to determine its meaning or category within the context of Argentinian Spanish ('es-AR').  It could be an abbreviation, a misspelling, or a word with multiple meanings depending on context.  More information is needed for proper classification.","ambiguous,insufficient_data,es-AR"
es-AR,OTHER,Argentina,fi,"The provided entry 'fi' is insufficient to determine its meaning, category, or specific regional usage within Argentina (es-AR).  It could be an abbreviation, a misspelling, or a term with context-dependent meaning.  More information is needed for a proper linguistic analysis.","Unknown,Insufficient Data"
es-AR,OTHER,Argentina,fi,"The provided entry 'fi' is insufficient to determine its meaning or category within the context of Argentinian Spanish ('es-AR').  It could be an abbreviation, a misspelling, or a word with a highly context-dependent meaning.  More information is needed for a proper analysis.","Ambiguous,Insufficient Data,es-AR"
es-AR,OTHER,Argentina,fl,"The provided entry 'fl' is too short to determine its meaning or category within the context of Argentinian Spanish ('es-AR').  Without further information, it's impossible to provide a definition, cultural context, or usage notes. It could be an abbreviation, a misspelling, or a term requiring more context.","Unknown,Abbreviation,Insufficient_Data"
es-AR,IDIOM,Argentina,"¿Vamos al cine? — Dale, me pinta.","This is an idiomatic expression in Argentine Spanish.  ""¿Vamos al cine?"" means ""Shall we go to the cinema?""  ""Dale"" is an informal affirmative, similar to ""Okay"" or ""Let's do it.""  ""Me pinta"" is the idiomatic part, literally translating to ""it paints me"" or ""it appeals to me.""  It expresses a feeling of wanting to do something, in this case, go to the cinema. The entire phrase represents a casual, informal agreement to go to the movies.","Informal,Argentina,Agreement"
es-AR,IDIOM,Argentina,Tengo ganas / ¿Tenés ganas?,"This translates to ""I'm in the mood for it, I feel like it / Are you in the mood?""  It's an idiomatic expression in Argentine Spanish expressing a desire or willingness to do something, often something unspecified.  The phrasing implies a spontaneous feeling rather than a planned activity.  The use of ""ganas"" (desire, urge) emphasizes the feeling of wanting something.","Informal,Desire,Spontaneous"
es-AR,SLANG,Argentina,me pinta,"""Me pinta"" in Argentinian Spanish slang means ""I feel like it"" or ""I'm up for it.""  The example dialogue shows its use in responding to a suggestion.  It implies a feeling of willingness or enthusiasm.","Informal,Argentina,Slang"
es-AR,IDIOM,Argentina,go to the movies?,"The phrase ""go to the movies?"" in this context is not a literal question but rather an invitation.  The response ""Sure, I'm in the mood"" indicates that the phrase is used to suggest an activity and gauge the other person's interest and willingness to participate.  The example shows a casual, informal agreement to the suggestion.","Informal,Agreement,Invitation"
es-AR,OTHER,Argentina,Agreement,"The provided text only contains the word ""Agreement"" with an asterisk.  There is no definition, explanation, or context provided.  Therefore, it's impossible to determine the specific meaning or usage within the Argentinian Spanish context.  The asterisk suggests it might be part of a larger entry, but without further information, it remains ambiguous.","Incomplete,Ambiguous,es-AR"
es-AR,OTHER,Argentina,fi,"The provided entry 'fi' is insufficient to determine its meaning or category within the context of Argentinian Spanish (es-AR).  It could be an abbreviation, a misspelling, or a word with a highly context-dependent meaning. Without further information, a definitive explanation is impossible.","Ambiguous,Insufficient Data,es-AR"
es-AR,OTHER,Argentina,fi,"The provided entry 'fi' is insufficient to determine its meaning or category within the context of Argentinian Spanish ('es-AR').  It could be an abbreviation, a misspelling, or a word with a highly context-dependent meaning.  More information is needed for a proper analysis.","Ambiguous,Insufficient Data,es-AR"
es-AR,OTHER,Argentina,fi,"The provided entry 'fi' is insufficient to determine its meaning or category within the context of Argentinian Spanish ('es-AR').  It could be an abbreviation, a misspelling, or a word with a highly specific, localized meaning not readily apparent. More information is needed for a proper analysis.","Unknown,Insufficient Data,es-AR"
es-AR,OTHER,Argentina,fl,"The provided entry 'fl' is insufficient to determine its meaning, category, or specific regional usage within Argentina (es-AR).  More context is needed.  It could be an abbreviation, a misspelling, or a term with limited usage.","Unknown,Insufficient Data,es-AR"
es-AR,IDIOM,Argentina,Me pinta / ¿Te pinta?,"This is an Argentinian idiom.  ""Me pinta"" translates literally to ""It paints me"" and ""¿Te pinta?"" translates to ""Does it paint you?""  However, the idiomatic meaning is ""Do I feel like it? / Do you feel like it?""  It refers to a spontaneous inclination or desire to do something.  The phrase is informal and commonly used among friends and peers.","Informal,Argentina,Spontaneous"
es-AR,IDIOM,Argentina,Tengo ganas / ¿Tenés ganas?,"""Tengo ganas"" translates to ""I have desire/urge"" or ""I'm in the mood.""  ""¿Tenés ganas?"" is the informal second-person singular form, meaning ""Do you have desire/urge?"" or ""Are you in the mood?""  The phrase expresses a feeling of wanting or being inclined to do something, often without specifying what.  The use of ""ganas"" (desire) implies a spontaneous feeling rather than a planned action. The informal nature of ""tenés"" points to casual conversation.","Informal,Desire,Spontaneous"
es-AR,SLANG,Argentina,me pinta,"""Me pinta"" in Argentinian Spanish slang expresses the feeling of wanting to do something, or being inclined to do something.  The example dialogue shows its use in accepting an invitation.  It literally translates to ""it paints me"" but the meaning is idiomatic and conveys a sense of desire or inclination.","Informal,Argentina,Desire"
es-AR,IDIOM,Argentina,go to the movies?,"This entry shows an example of a conversational exchange in Spanish, specifically from Argentina ('es-AR').  The phrase ""go to the movies?"" is presented as a suggestion, and the response ""Sure, I'm in the mood"" indicates agreement and willingness.  The example illustrates a common way to express interest or acceptance of a social activity.","Informal,Agreement,Movies"
es-AR,IDIOM,Argentina,Me tomo el palo / Tomate el palo,"This is an Argentine idiom.  The exact meaning isn't explicitly provided, but the structure suggests it's an imperative phrase ('Take the stick').  The context is missing to fully understand the idiomatic meaning.  More information is needed to provide a complete definition.","Idiomatic,Argentina,Informal"
es-AR,GREETING_FAREWELL,Argentina,Me tomo el palo / Tomate el palo,"The phrase ""Me tomo el palo"" translates to ""I'm taking the stick"" and ""Tomate el palo"" translates to ""Take the stick"".  In Argentinian slang, ""el palo"" in this context doesn't refer to a literal stick but is used figuratively to mean 'I'm leaving' or 'I'm getting out of here'.  The imperative form, ""Tomate el palo"", is used to tell someone to leave. The exact origin of the idiom is unclear, but it implies a quick and decisive departure.","Slang,Informal,Departure"
es-AR,GREETING_FAREWELL,Argentina,beat it!,"While literally meaning to leave quickly, in this context ""beat it!"" appears to be used as an expression of boredom and a desire to end a situation.  The incomplete nature of the entry suggests it's likely used informally to dismiss something uninteresting.  Further context is needed to confirm its precise meaning and usage within Argentinian Spanish.","Informal,Dismissive,Boredom"
es-AR,IDIOM,Argentina,"Esto es un aburrimiento, me tomo el palo.","This idiom translates literally to ""This is boring, I'm taking the stick.""  It implies that the speaker is so bored they are resorting to something else to alleviate the boredom.  The ""stick"" likely refers to leaving or finding another activity. The context suggests it's used to express boredom and the intention of leaving a situation.","Boredom,Leaving,Informal"
es-AR,GREETING_FAREWELL,Argentina,"I'm leaving, I'm outta here / Get out of here","These phrases are used to express departure or to tell someone to leave.  While not unique to Argentina, their usage and informal tone are common across various Spanish-speaking regions, including Argentina.  The phrasing 'I'm outta here' reflects a more informal, possibly younger generation usage, while 'Get out of here' can be more forceful depending on context and tone.","Informal,Departure,Farewell"
es-AR,SLANG,Argentina,me tomo el palo,"The phrase ""me tomo el palo"" literally translates to ""I take the stick.""  In the given context, it implies giving up, leaving, or escaping a boring situation.  It's used informally to express boredom and a desire to leave or disengage. The example sentence shows its use in expressing dissatisfaction with a situation.","Informal,Boredom,Argentina"
es-AR,OTHER,Argentina,,The provided text is incomplete and does not contain a term or phrase.  It only shows a fragment suggesting the end of an entry related to idioms or colloquial phrases in Argentinian Spanish.,"Incomplete,Idiom,Colloquial"
es-AR,IDIOM,Argentina,Moverte que te va a mear un perro,"This is an Argentine idiom.  It literally translates to ""Move or a dog will pee on you.""  It's used as a warning or urging someone to hurry up, implying that if they don't move quickly, something unpleasant will happen. The threat of a dog urinating on them is a hyperbolic way to emphasize the urgency.","Informal,Hurry,Threat"
es-AR,SLANG,Argentina,Moverte que te va a mear un perro,"""Move, or a dog will pee on you.""  This is a forceful way of telling someone to hurry up and stop wasting time.  The threat of a dog urinating on someone is used figuratively to emphasize the urgency of the situation. It's a common expression in Argentina, conveying impatience and a sense of annoyance.","Informal,Impatience,Argentina"
es-AR,SLANG,Argentina,Movete que,"The phrase ""Movete que"" in Argentine Spanish is a forceful way of urging someone to hurry up.  The literal translation is ""Move it, or a dog will pee on you.""  The implied threat of a dog urinating on someone adds emphasis to the urgency. It's informal and commonly used among peers or in casual settings.","Informal,Hurry,Argentina"
es-AR,INSULT,Argentina,te va a mear un perro,"This is an Argentine Spanish idiom.  It literally translates to ""a dog is going to pee on you.""  It's used as a somewhat vulgar way to express that someone is going to be in trouble or face negative consequences. The exact nature of the negative consequences is left to context. It carries a strong informal and somewhat aggressive tone.","Insult,Informal,Argentina"
es-AR,OTHER,Argentina,Get a move on! Stop standing around!,"This is an imperative phrase urging someone to hurry up and stop being idle.  While not specific to Argentina, the language code 'es-AR' indicates it's being considered within the context of Argentinian Spanish. The meaning and usage are identical to English.","Imperative,Hurry,Informal"
es-AR,PROVERB,Argentina,Movete que,"The phrase ""Movete que"" is an abbreviated and informal version of the longer proverb,  ""Movete, que si no, te va a orinar un perro"" (Move it, or a dog will pee on you). It's a forceful way to tell someone to hurry up.  The underlying threat of a dog urinating on someone adds a humorous and slightly vulgar element to the imperative. The implied threat is more about the inconvenience and unpleasantness than actual harm.","Informal,Hurry,Threat"
es-AR,IDIOM,Argentina,te va a mear un perro!,"This idiom translates literally to ""a dog is going to pee on you!""  It's used as an exclamation urging someone to hurry up or get a move on.  The meaning is not literal; it's a forceful, slightly humorous way to express impatience.","Impatience,Hurry,Idiom"
es-AR,IDIOM,Argentina,Ni en pedo,"This is an Argentine idiom meaning ""absolutely not"", ""no way"", or ""not a chance"".  The literal translation involves the word ""pedo"" (fart), making it a rather informal and emphatic way to express strong disagreement or refusal.","Informal,Refusal,Argentina"
es-AR,IDIOM,Argentina,Ni en pedo,"A vulgar idiom meaning ""No way"", ""absolutely not"", or ""not even if I were drunk"".  It emphasizes a strong rejection or refusal. The example provided shows its use in the context of refusing to lend someone money:  ""¿Prestarle plata a él? Ni en pedo."" (Lend him money? No way.)","Vulgar,Refusal,Argentina"
es-AR,OTHER,Argentina,"No way, absolutely not, not even if I were drunk","This phrase expresses strong disagreement or refusal.  The addition of ""not even if I were drunk"" emphasizes the absolute nature of the refusal, highlighting the speaker's unwavering stance.  The vulgarity tag suggests it's informal and likely used among close friends or in casual settings. The context implies it's common in Argentina, given the language code 'es-AR'.","Refusal,Strong,Vulgar"
es-AR,IDIOM,Argentina,¿Prestarle plata a él? Ni en pedo.,"This Argentine Spanish idiom translates to ""Lend him money? No way.""  It expresses a strong and emphatic refusal.  'Plata' means money, and 'ni en pedo' is a highly informal and emphatic negation, literally meaning 'not even drunk'. The phrase conveys a strong sense of unwillingness to lend money to the person in question.","Informal,Refusal,Emphatic"
es-AR,IDIOM,Argentina,Ni idea,"This idiom translates to ""No idea"" or ""I have no idea"". It's used to express a lack of knowledge or understanding about something.  The asterisk and the word ""Vulgar"" suggest it might be considered informal or even slightly rude in certain contexts, depending on tone and audience.","Refusal,Informal,Vulgar"
es-AR,IDIOM,Argentina,Ni idea,"The Spanish idiom ""Ni idea"" translates to ""No idea.""  It's a common and informal way to express a lack of knowledge or information. The example shows its usage in a question-answer context: ""Where is Juan?"" - ""Ni idea."" (No idea.)","Informal,Spanish,Argentina"
es-AR,IDIOM,Argentina,¿Dónde está Juan?,"The phrase ""¿Dónde está Juan?"" (Where is Juan?) is used idiomatically in Argentina, similar to the English idiom ""No idea.""  It expresses a lack of knowledge or understanding, often playfully or sarcastically.  The specific name 'Juan' is not significant; it could be replaced with another common name.","Informal,Sarcasm,Argentina"
es-AR,FILLER_WORD,Argentina,Ni idea,"""Ni idea"" translates to ""No idea"" in English.  The example shows its usage as a response to a question, indicating a lack of knowledge.  It's a common and informal way to express that one doesn't know the answer in Argentinian Spanish.","Informal,Spanish,Argentina"
es-AR,IDIOM,Argentina,No idea,"The phrase ""No idea"" translates to ""No tengo idea"" in Spanish.  This entry indicates it's used as an idiom, a common informal phrase expressing a lack of knowledge or understanding.","Informal,Idiom,Common"
es-AR,SLANG,Argentina,No da,"A colloquial Argentine Spanish expression meaning ""It's not appropriate, it's not right, it doesn't work, it's not cool.""  The literal translation is incomplete and doesn't fully capture the nuanced meaning, which implies disapproval or rejection of something.","Informal,Rejection,Argentina"
es-AR,OTHER,Argentina,,"The provided text ""doesn't give"""").  (Going dressed like"" is incomplete and lacks context.  It's impossible to determine a specific term, meaning, or usage based on this fragment. The parenthesis suggest a possible continuation of a sentence or phrase.","Incomplete,Unclear,Context Needed"
es-AR,IDIOM,Argentina,"Ir así vestido a la entrevista, no da.",This is an idiom meaning 'Going to the interview dressed like that is not appropriate.'  It implies that the attire is unsuitable for a formal occasion like a job interview.  The phrase 'no da' is informal and suggests something is unacceptable or inappropriate.,"Informal,Argentina,Interview"
es-AR,OTHER,Argentina,No está bien,"The provided text is a fragment of a sentence, not a complete term or phrase.  It translates to ""It's not appropriate, it's not right, it doesn't work, it's not cool.""  The parenthetical ""(Literally """"it"""")"" suggests that the phrase is an incomplete expression, possibly a starting point for a longer rejection or disapproval statement.  Without more context, it's difficult to definitively categorize it. The lack of a specific term makes it difficult to assign a precise meaning or cultural context.","Informal,Disapproval,Rejection"
es-AR,IDIOM,Argentina,no da,"The idiom ""no da"" in Argentinian Spanish means something is inappropriate, unsuitable, or doesn't work.  It implies that something is not acceptable or effective in a given context. The example provided translates to ""Going dressed like that to the interview, it doesn't work/it's not appropriate.""","Informal,Argentina,Spanish Idiom"
es-AR,OTHER,Argentina,,"The provided text is incomplete and does not contain a term or phrase.  It appears to be a fragment of a sentence, possibly a translation note indicating that something is inappropriate for an interview.  No specific idiom, colloquialism, or other linguistic element is presented.","Incomplete,Translation,Inappropriate"
es-AR,IDIOM,Argentina,No dar bola,"This is an Argentine idiom meaning ""to ignore"", ""to pay no attention to"", or ""to not give a damn"".  It literally translates to ""not to give a ball"", but the meaning is figurative.","Informal,Argentina,Idiom"
es-AR,IDIOM,Argentina,No dar bola,"To ignore someone, not pay attention to someone.  The literal translation is ""not to give a ball."" This idiom implies a deliberate act of ignoring, not simply a lack of attention.","Informal,Ignoring,Argentina"
es-AR,OTHER,,give ball,"The provided text ""give ball"")  (I spoke to him but he ignored"" is incomplete and lacks context.  It's unclear what ""give ball"" means in this context. The parenthetical phrase suggests it might be part of a larger narrative where someone was ignored after attempting communication, but the meaning of ""give ball"" remains unknown. More information is needed to determine its meaning and category.","Incomplete,Unclear,Context-Dependent"
es-AR,IDIOM,Argentina,no me dio bola,"This idiom translates roughly to ""he/she didn't pay me any attention"" or ""he/she ignored me"".  The phrase implies a deliberate disregard or lack of response, not simply a failure to notice.  The context suggests it's used in informal conversation.","Informal,Disregard,Argentina"
es-AR,OTHER,Argentina,,"The provided text is incomplete and does not offer a specific term or phrase in Spanish from Argentina (es-AR).  It only describes the meaning of an action: to ignore someone, not pay attention to someone.  The parenthetical phrase ""(Literally """"not to..."""")"" suggests the beginning of a literal translation of a phrase that is missing from the entry.","Ignoring,Inattention"
es-AR,IDIOM,Argentina,dar bola,"The idiom ""dar bola"" literally translates to ""give ball.""  However, its meaning is to pay attention to someone or something, to take someone seriously, or to heed someone's words. The example sentence ""Le hablé pero no me dio bola"" illustrates its use: ""I spoke to him but he ignored me.""  It implies a lack of attention or consideration.","Informal,Argentina,Ignoring"
es-AR,IDIOM,Argentina,No levantar la perdiz,"The idiom ""No levantar la perdiz"" literally translates to ""Don't raise the partridge.""  It means to not reveal a secret or to keep something hidden.  The exact cultural context behind the idiom's origin requires further research, but its use implies discretion and secrecy.","Secret,Discreet,Argentina"
es-AR,IDIOM,Argentina,No levantar la perdiz,"The idiom ""No levantar la perdiz"" translates literally to ""Don't raise the partridge.""  It means ""Don't arouse suspicion, don't spill the beans, keep it secret.""  The imagery likely relates to the stealth required to hunt partridges; disturbing them would ruin the hunt, similar to revealing a secret ruining a plan. The phrase implies maintaining discretion and avoiding actions that might alert others to something that should remain hidden.","Secret,Discretion,Argentina"
es-AR,IDIOM,Argentina,quiet,"The phrase ""quiet"" in this context is an idiom literally meaning ""don't flush out the partridge"".  It's used as a request for secrecy or discretion, implying that revealing information would ruin a surprise that is being planned. The image of a partridge being flushed out suggests the sudden and unwanted revelation of a secret.","Secrecy,Surprise,Informal"
es-AR,OTHER,Argentina,Estamos preparando una,"The provided text ""Estamos preparando una"" is an incomplete Spanish phrase meaning ""We are preparing a.""  It lacks context and a complete sentence structure, making it difficult to determine its precise meaning or category.  The 'es-AR' code indicates it's Spanish as spoken in Argentina.  Without more information, it cannot be classified further.","Incomplete,Spanish,Argentina"
es-AR,IDIOM,Argentina,"sorpresa, así que no levantes la perdiz","This is an idiom meaning something like ""surprise, so don't reveal the secret.""  'Levantar la perdiz' literally translates to 'raise the partridge,' but figuratively means to reveal a secret or spoil a surprise. The idiom implies caution to keep a secret.","Secret,Surprise,Informal"
es-AR,IDIOM,Argentina,"Don't arouse suspicion, don't spill the beans","This phrase is an idiom advising secrecy and discretion.  ""Don't arouse suspicion"" means to avoid attracting unwanted attention or raising doubts.  ""Don't spill the beans"" means to avoid revealing a secret. The meaning is consistent across various Spanish-speaking regions, including Argentina.  The phrase emphasizes the importance of keeping something confidential.","Secrecy,Confidential,Idiom"
es-AR,IDIOM,Argentina,quiet,"The literal translation is ""don't flush out the partridge"".  The provided example suggests it's used as a way to tell someone to be quiet or to keep something secret.  The idiom's meaning is not directly explained in the provided text, only its literal translation and an example of its usage in a sentence. More context is needed for a complete understanding.","Idiom,Secret,Silence"
es-AR,IDIOM,Argentina,no levantes la perdiz,"The phrase ""no levantes la perdiz"" literally translates to ""don't raise the partridge.""  It's an idiom used in Argentina (implied by the language code es-AR) to tell someone not to reveal a secret or spoil a surprise.  The image likely evokes the idea of a partridge flushing from its hiding place, thus revealing its presence.","Secret,Surprise,Argentina"
es-AR,IDIOM,Argentina,No tener dos dedos de frente,"This idiom literally translates to ""not having two fingers of forehead."" It means to be lacking in common sense, to be stupid or foolish.  The phrase implies a lack of intelligence or foresight.","Idiomatic,Informal,Insulting"
es-AR,IDIOM,Argentina,No tener dos dedos de frente,"This idiom means ""to not be very smart, to be clueless.""  The literal translation is ""to not have two fingers of forehead.""  It implies a lack of intelligence or common sense.","Informal,Insult,Argentina"
es-AR,IDIOM,Argentina,not have two ngers of forehead,"The provided text ""not have two ngers of forehead"" is incomplete and lacks context.  It's likely an incomplete or poorly transcribed idiom from Argentinian Spanish ('es-AR').  Without further information, its precise meaning and usage cannot be determined.  The phrase suggests a lack of something, possibly intelligence or common sense, based on the metaphorical use of 'fingers of forehead'.  More information is needed for a complete analysis.","Incomplete, Idiom, Argentina"
es-AR,IDIOM,Argentina,no tener dos dedos de frente,"This idiom translates literally to ""not having two fingers of forehead.""  It means that someone is clueless, lacking intelligence, or foolish.  The image suggests a lack of the basic common sense one would expect to have.","Informal,Insult,Argentina"
es-AR,OTHER,Argentina,,"The provided text is incomplete. It starts defining a term meaning 'to not be very smart, to be clueless' but doesn't provide the actual term or phrase itself.  Therefore, a term cannot be extracted.","Informal,Insult,Argentina"
es-AR,IDIOM,Argentina,not have two ngers of forehead,"The provided text ""not have two ngers of forehead"" is incomplete and lacks context.  It's likely a fragment of an idiom in Argentinian Spanish ('es-AR').  Without the complete phrase, a precise definition is impossible.  The phrase suggests a lack of intelligence or common sense, similar to English idioms like ""not the sharpest tool in the shed.""  More information is needed to provide a complete and accurate explanation.","Idiomatic,Informal,Argentina"
es-AR,IDIOM,Argentina,Ponerse las pilas,"This idiom translates to ""to put on the batteries"" or ""to get one's batteries charged"". It means to become more active, energetic, or motivated.  The example sentence, ""Ese tipo no tiene dos dedos de frente"" (That guy is clueless), shows a contrasting situation where someone lacks the energy or initiative to be clever or resourceful.","Informal,Motivation,Argentina"
es-AR,OTHER,Argentina,"To get your act together, to get energized, to start working",This entry describes a concept rather than a specific term or phrase unique to Argentinian Spanish.  It translates the general idea of becoming motivated and starting to work effectively.  There isn't a single equivalent expression in es-AR that perfectly captures all three aspects.,"Motivation,Work,Productivity"
es-AR,IDIOM,Argentina,ponete las pilas,"The literal translation is ""put in your batteries.""  It's an idiom meaning ""get a move on,"" ""hurry up,"" or ""get serious.""  The example sentence ""Dale, ponete las pilas que..."" translates roughly to ""Come on, get your act together because...""","Informal,Hurry,Argentina"
es-AR,OTHER,Argentina,tenemos que terminar esto,"The phrase ""tenemos que terminar esto"" translates literally to ""we have to finish this.""  The provided English translation, ""Come on, get moving, we have to finish this,"" indicates that it's used as an urging or prompting expression, implying a sense of urgency to complete a task.  There's no specific regional variation within Argentina implied in the provided text.","Urgency,Imperative,Informal"
